time,temperature,pressure,humidity
2022-11-08 15:31:54.710144,22.5544921875,776.6770491774436,27.6532762153202
2022-11-08 15:33:48.697636,22.5494140625,776.751558589923,28.060765006503004
2022-11-08 15:35:42.658006,22.5646484375,776.6585947829285,28.1246527039042
2022-11-08 15:37:36.526889,22.5494140625,776.655422698037,27.903163238498223
2022-11-08 15:39:30.460231,22.4169921875,776.6899881999218,27.92077158714606
2022-11-08 15:41:24.372466,22.5646484375,776.6632787713435,28.014054167918268
2022-11-08 15:43:18.373169,22.5697265625,776.6884759830928,27.956998630092645
2022-11-08 15:45:12.270246,22.5544921875,776.6982886041683,27.786879229199023
2022-11-08 15:47:06.165384,22.5544921875,776.7265099914631,27.903163238498223
2022-11-08 15:49:00.126745,22.5494140625,776.7202098857384,27.932846360907675
2022-11-08 15:50:54.045985,22.5392578125,776.4534714877925,27.8804562993068
2022-11-08 15:52:48.037635,22.5341796875,776.6373565082527,27.857316486695552
2022-11-08 15:54:41.934606,22.51875,776.4712419213876,27.898208627553807
2022-11-08 15:56:35.852715,22.513671875,776.4542050189677,27.921930537727263
2022-11-08 15:58:29.944242,22.4984375,776.6365824940012,27.8640120551217
2022-11-08 16:00:23.854397,22.48828125,776.6814006677253,27.894270771048937
2022-11-08 16:02:17.830659,22.483203125,776.650200813564,27.882052409792266
2022-11-08 16:04:11.764461,22.478125,776.6368771624078,27.92847149027257
2022-11-08 16:06:05.674042,22.4525390625,776.6740256160832,27.97590068712256
2022-11-08 16:07:59.638325,22.4474609375,776.6376561733504,27.76084822549113
2022-11-08 16:09:53.589969,22.4474609375,776.6642131595196,27.97647426656649
2022-11-08 16:11:47.512632,22.279296875,776.6995073869731,27.918277127545668
2022-11-08 16:13:41.456438,22.4169921875,776.676312892142,28.03509849230511
2022-11-08 16:15:35.352986,22.289453125,776.6556114325987,28.09357565304776
2022-11-08 16:17:29.300241,22.39140625,776.7105255499622,28.192927432166503
2022-11-08 16:19:23.217224,22.396484375,776.6758181743753,28.07683447313644
2022-11-08 16:21:17.143726,22.376171875,776.6595531033362,28.182276297172564
2022-11-08 16:23:11.094944,22.366015625,776.6714600382409,27.93207959041501
2022-11-08 16:25:04.988358,22.366015625,776.6698004798845,28.27565307797351
2022-11-08 16:26:58.935963,22.3609375,776.6399284412208,28.589534328199107
2022-11-08 16:28:52.879309,22.3404296875,776.6085421712332,28.56681480358296
2022-11-08 16:30:46.808833,22.3455078125,776.6604221916641,28.543681829889444
2022-11-08 16:32:40.774731,22.3404296875,776.602339570753,28.40974148971865
2022-11-08 16:34:34.696645,22.3353515625,776.5975462761402,28.433425916867915
2022-11-08 16:36:28.669843,22.3251953125,776.6177490451987,28.25931854763776
2022-11-08 16:38:22.592959,22.3201171875,776.6740257830736,28.311815115837376
2022-11-08 16:40:16.584929,22.3353515625,776.6340148967472,28.14424237147804
2022-11-08 16:42:10.563152,22.3353515625,776.6094518671438,28.3812072376094
2022-11-08 16:44:04.513887,22.3201171875,776.6473301545865,28.491462386066047
2022-11-08 16:45:58.505741,22.3150390625,776.6308800690745,28.54409184882421
2022-11-08 16:47:52.433284,22.3201171875,776.621212378444,28.410432527750743
2022-11-08 16:49:46.356118,22.299609375,776.6560602683417,28.61458155102635
2022-11-08 16:51:40.352939,22.3046875,776.4458709813367,28.37580551622773
2022-11-08 16:53:34.290574,22.299609375,776.6198416568288,28.1726236217544
2022-11-08 16:55:28.186175,22.2333984375,776.6401863630431,28.277474825315416
2022-11-08 16:57:22.172071,22.279296875,776.6917698617119,28.34741879675656
2022-11-08 16:59:16.080124,22.2283203125,776.6934659691149,28.30697837454897
2022-11-08 17:01:10.064061,22.2333984375,776.6643143245641,28.10565621797341
2022-11-08 17:03:03.949573,22.2080078125,776.7329471483489,28.27985275156393
2022-11-08 17:04:57.940396,22.1875,776.6535919565649,28.42525007338962
2022-11-08 17:06:51.830814,22.19765625,776.69369548377,29.064925250537712
2022-11-08 17:08:45.763355,22.17734375,776.67060993196,33.30735674691133
2022-11-08 17:10:39.721818,22.192578125,776.6902352272655,38.18191473855035
2022-11-08 17:12:33.585851,22.1875,776.6722690359742,37.48130548678906
2022-11-08 17:14:27.532300,22.2080078125,776.7347482308592,36.9812074643292
2022-11-08 17:16:21.488326,22.2130859375,776.7095765390571,41.52643676941297
2022-11-08 17:18:15.421448,22.2384765625,776.7558576053823,38.715230805633816
2022-11-08 17:20:09.394417,22.2640625,776.7498828390072,42.15806167886441
2022-11-08 17:22:03.854448,22.284375,776.7315941762467,38.81941731601987
